model,condition,raw_bytes,gzip_ratio,lzma_ratio,zstd22_ratio,brotli_ratio,trigram_entropy,pentgram_entropy,mattr_w200,log_len,contrast
claude-haiku-4-5,standard_cot,1451,0.5251550654720882,0.5982081323225362,0.5292901447277739,0.4093728463128877,9.151680074759923,10.018005329568357,0.7202173913043479,7.280008252884188,-1.0
grok-4-1-fast-reasoning,standard_cot,1768,0.5554298642533937,0.6153846153846154,0.5542986425339367,0.4264705882352941,9.548206644717737,10.420870256490621,0.8136363636363636,7.477604243197589,-1.0
claude-sonnet-4-6,standard_cot,1572,0.5368956743002544,0.6106870229007634,0.5349872773536896,0.366412213740458,9.341216252024383,10.223866160901439,0.743030303030303,7.360103972989152,-1.0
claude-haiku-4-5,narrative_cot,7009,0.44514196033670994,0.45084890854615495,0.4351548009701812,0.3482665144813811,10.172432405242976,11.835511888529131,0.7602568493150685,8.854950316500325,1.0
claude-sonnet-4-6,narrative_cot,8481,0.41752151868883386,0.41740360806508664,0.4050229925716307,0.3309751208583893,10.042432771667531,11.808673554634987,0.6841114836546521,9.0455836463617,1.0
claude-haiku-4-5,standard_cot,1723,0.5560069645966338,0.624492164828787,0.5560069645966338,0.3905977945443993,9.570576512961287,10.437686787843935,0.8244,7.45182223652793,-1.0
claude-haiku-4-5,narrative_cot,5117,0.4633574359976549,0.4776236075825679,0.453390658589017,0.36623021301543873,10.020276487792655,11.497599648331446,0.7136106623586429,8.540323608805092,1.0
gpt-5.4-nano,standard_cot,1285,0.5408560311284046,0.6007782101167315,0.5455252918287937,0.38054474708171204,9.010060063574262,9.761489797667187,0.6923076923076923,7.158513997329321,-1.0
claude-haiku-4-5,narrative_cot,6626,0.4548747358889224,0.4594023543616058,0.4440084515544823,0.3605493510413523,10.224690273279792,11.743324986604298,0.783165137614679,8.798756582859841,1.0
claude-haiku-4-5,narrative_cot,5006,0.46164602477027566,0.4706352377147423,0.45065920894926087,0.36076707950459447,9.989565114408084,11.438380059068873,0.7593106617647057,8.518392471991719,1.0
claude-sonnet-4-6,standard_cot,1685,0.5388724035608309,0.6029673590504451,0.5335311572700296,0.4065281899109792,9.386181256468841,10.346647328082874,0.7391346153846154,7.429520842786462,-1.0
claude-haiku-4-5,standard_cot,1305,0.5616858237547893,0.6375478927203065,0.5609195402298851,0.43754789272030653,9.09787940081157,9.9389956403702,0.7226470588235294,7.173958319756794,-1.0
claude-sonnet-4-6,standard_cot,1493,0.5190890823844608,0.5920964501004689,0.5170797052913597,0.37776289350301406,9.163219747599015,10.040127283222075,0.7234615384615384,7.30854279753919,-1.0
gpt-5.4-nano,narrative_cot,11527,0.4073045892252971,0.402533182961742,0.3946386744165871,0.32775223388565977,10.239532250784299,12.176582824036577,0.7339129092032118,9.352447388601012,1.0
gpt-5.4-nano,narrative_cot,15249,0.41904387172929375,0.40842022427700175,0.4031084005508558,0.33392353596957175,10.424428066526666,12.567061176152798,0.7571227741330835,9.632269206115012,1.0
claude-haiku-4-5,standard_cot,1500,0.5573333333333333,0.6266666666666667,0.5526666666666666,0.4093333333333333,9.39871242681108,10.185465590391894,0.770925925925926,7.313220387090301,-1.0
claude-haiku-4-5,narrative_cot,6458,0.46361102508516566,0.4694951997522453,0.45416537627748527,0.3628058222359864,10.356183281245624,11.81774394902809,0.7653251533742331,8.77307495131822,1.0
gpt-5.4-nano,standard_cot,2386,0.471081307627829,0.509639564124057,0.4685666387259011,0.3562447611064543,9.37671853474369,10.356211575035038,0.7371551724137929,7.777373602657861,-1.0
claude-haiku-4-5,standard_cot,1764,0.5521541950113379,0.6167800453514739,0.5532879818594104,0.4036281179138322,9.525596911179472,10.442964803076258,0.8034375000000001,7.475339236566737,-1.0
claude-haiku-4-5,narrative_cot,5759,0.4459107483938184,0.45563465879492965,0.4370550442785206,0.3538808820975864,10.011590340033644,11.574198144651064,0.7278817365269461,8.658519127506672,1.0
claude-haiku-4-5,narrative_cot,6302,0.4544589019358934,0.4582672167565852,0.44303395747381785,0.35211044112980006,10.16207165259146,11.69591382407828,0.7557360742705571,8.74862232231722,1.0
claude-haiku-4-5,standard_cot,1530,0.5882352941176471,0.6640522875816993,0.5908496732026144,0.43594771241830066,9.53177263860108,10.34357106687368,0.8059375,7.333023014386481,-1.0
claude-haiku-4-5,narrative_cot,5440,0.4476102941176471,0.4602941176470588,0.4365808823529412,0.35257352941176473,9.950270407929814,11.424425061956685,0.7577162629757787,8.601534339849989,1.0
